t,m,j,u,Price
2016-17,Central,Zikondamoyo/nkate,kg,72.18253545
2016-17,North,Apple,kg,2202.708333
2016-17,North,Avocado,kg,169.2896509
2016-17,North,Banana,kg,580.8315079
2016-17,North,"Bean, brown",kg,441.2432227
2016-17,North,"Bean, white",kg,378.0992989
2016-17,North,Beef,kg,1770.58547
2016-17,North,Biscuits,kg,1466.732526
2016-17,North,Boiled groundnuts,kg,222.8902153
2016-17,North,Boiled sweet potatoes,kg,102.9166667
2016-17,North,"Bottled / canned beer (carlsberg, etc.)",kg,950.9391467
2016-17,North,Bottled water,kg,211.8812261
2016-17,North,Bread,kg,700.9141156
2016-17,North,Breakfast cereal,kg,2021.670615
2016-17,North,"Buns, scones",kg,534.408044
2016-17,North,Butter,kg,6083.597884
2016-17,North,Cabbage,kg,169.9712216
2016-17,North,Cassava - boiled (vendor),kg,478.7878788
2016-17,North,Cassava - roasted (vendor),kg,61.49509804
2016-17,North,Cassava flour,kg,488.8063051
2016-17,North,Cassava tubers,kg,236.399641
2016-17,North,Chambiko - soured milk,kg,636.8925488
2016-17,North,Cheese,kg,3817.832222
2016-17,North,Chibuku (commercial traditional-style beer),kg,365.0535883
2016-17,North,Chicken,kg,1617.853288
2016-17,North,Chicken (vendor),kg,2077.97619
2016-17,North,Chicken/pieces,kg,434.837963
2016-17,North,Chinese cabbage,kg,130.3880914
2016-17,North,Chips (vendor),kg,1065.221501
2016-17,North,"Citrus ï¿½ naartje, orange, etc.",kg,244.8911254
2016-17,North,"Cocoa, millo",kg,11927.61109
2016-17,North,Cocoyam (masimbi),kg,283.7015211
2016-17,North,Coffee,kg,11341.87128
2016-17,North,Cooking oil,kg,1377.197703
2016-17,North,Cowpea (khobwe),kg,411.3620086
2016-17,North,Cucumber,kg,445.7250958
2016-17,North,Eggs,kg,1274.999399
2016-17,North,Eggs - boiled (vendor),kg,1434.782609
2016-17,North,Finger millet (mawere),kg,607.9336857
2016-17,North,Fish (vendor),kg,522.7272727
2016-17,North,Fish soup/sauce,kg,569.9839117
2016-17,North,Freezes (flavoured ice),kg,71.20859492
2016-17,North,Fresh fish (large variety),kg,1272.642245
2016-17,North,Fresh fish (medium variety),kg,507.1559003
2016-17,North,Fresh fish (small variety),kg,314.4082959
2016-17,North,Fresh milk,kg,1202.527311
2016-17,North,Fruit juice,kg,506.6887896
2016-17,North,Gathered wild green leaves,kg,145.3137632
2016-17,North,Goat,kg,1685.576865
2016-17,North,Green maize,kg,209.7961366
2016-17,North,Ground bean (nzama),kg,280.7675391
2016-17,North,Groundnut (shelled),kg,418.9365837
2016-17,North,Groundnut (unshelled),kg,324.6448636
2016-17,North,Groundnut flour,kg,622.4487929
2016-17,North,Groundnut fresh (unshelled),kg,235.9656648
2016-17,North,Guava,kg,311.0626615
2016-17,North,Honey,kg,2108.933333
2016-17,North,"Hot sauce (nali, etc.)",kg,500.1747135
2016-17,North,Infant feeding cereals,kg,2110.428571
2016-17,North,Infant feeding formula (for bottle),kg,5849.555547
2016-17,North,Irish potato,kg,412.3703718
2016-17,North,"Jam, jelly",kg,3772.222222
2016-17,North,Locally brewed liquor (kachasu),kg,400.6716844
2016-17,North,Macademia nuts,kg,
2016-17,North,Maheu,kg,402.766247
2016-17,North,Maize - boiled or roasted (vendor),kg,270.6110632
2016-17,North,Maize grain (not as ufa),kg,722.073678
2016-17,North,Maize ufa madeya (bran flour),kg,463.7468387
2016-17,North,Maize ufa mgaiwa (normal flour),kg,396.2470322
2016-17,North,Maize ufa refined (fine flour),kg,408.7695793
2016-17,North,"Mandazi, doughnut (vendor)",kg,805.3575062
2016-17,North,Mango,kg,223.6129381
2016-17,North,Margarine - blue band,kg,2568.143572
2016-17,North,Meal eaten at restaurant,kg,1455.126762
2016-17,North,Meat (vendor),kg,3119.875669
2016-17,North,Mushroom,kg,610.5823068
2016-17,North,Mutton,kg,2000
2016-17,North,Nkhwani,kg,182.1273424
2016-17,North,Okra / therere,kg,736.4464913
2016-17,North,Onion,kg,592.692024
2016-17,North,Orange sweet potato,kg,194.4887027
2016-17,North,Other (specify),kg,5236.667318
2016-17,North,Other cultivated green leafy vegetables,kg,110.127421
2016-17,North,Other fruits (specify),kg,1878.169227
2016-17,North,"Other poultry - guinea fowl, doves, etc.",kg,108.3333333
2016-17,North,Other vegetables (specify),kg,169.4129015
2016-17,North,Other(specify),kg,
2016-17,North,Papaya,kg,369.6610987
2016-17,North,Pearl millet (mchewere),kg,343.0236144
2016-17,North,Pigeonpea (nandolo),kg,366.6328195
2016-17,North,Pineapple,kg,188.8530631
2016-17,North,"Plantain, cooking banana",kg,549.0989963
2016-17,North,Popcorn,kg,115.359897
2016-17,North,Pork,kg,1437.173203
2016-17,North,Potato crisps,kg,6522.777778
2016-17,North,Powdered milk,kg,9577.36332
2016-17,North,Pumpkin,kg,81.83703633
2016-17,North,Rice,kg,613.6618235
2016-17,North,Rosted groundnuts,kg,397.1282051
2016-17,North,Rosted sweet potatoes,kg,
2016-17,North,Salt,kg,1033.215029
2016-17,North,Samosa (vendor),kg,1793.014376
2016-17,North,"Small animal ï¿½ rabbit, mice, etc.",kg,65
2016-17,North,Smoked fish (large variety),kg,781.1829806
2016-17,North,Smoked fish (medium variety),kg,425.1987721
2016-17,North,Smoked fish (small variety),kg,318.4414352
2016-17,North,"Soft drinks (coca-cola, fanta, sprite, etc.)",kg,211.8421472
2016-17,North,Sorghum (mapira),kg,200
2016-17,North,Soyabean flour,kg,5844.027663
2016-17,North,"Spaghetti, macaroni, pasta",kg,3887.344203
2016-17,North,Spices,kg,4963.578197
2016-17,North,Squash (sobo drink concentrate),kg,747.7412644
2016-17,North,Sugar,kg,1872.801267
2016-17,North,Sugar cane,kg,155.7604795
2016-17,North,Sun dried fish (large variety),kg,1124.518375
2016-17,North,Sun dried fish (medium variety),kg,420.3913612
2016-17,North,Sun dried fish (small variety),kg,319.1891466
2016-17,North,"Sweets, candy, chocolates",kg,213.2946979
2016-17,North,Tanaposi/rape,kg,114.2757373
2016-17,North,Tea,kg,3458.546805
2016-17,North,"Termites, other insects (eg ngumbi, caterpillar)",kg,574.6434537
2016-17,North,Thobwa,kg,142.8119574
2016-17,North,Tinned meat or fish,kg,762.8187322
2016-17,North,Tinned vegetables (specify),kg,
2016-17,North,Tomato,kg,412.769058
2016-17,North,Tomato sauce (bottle),kg,743.3489057
2016-17,North,Traditional beer (masese),kg,251.8521396
2016-17,North,Wheat flour,kg,653.5294118
2016-17,North,White sweet potato,kg,184.0466961
2016-17,North,"Wild fruit (masau, malambe, etc.)",kg,243.2139227
2016-17,North,Wine or commercial liquor,kg,644.971073
2016-17,North,"Yeast, baking powder, bicarbonate of soda",kg,1011.568029
2016-17,North,Yoghurt,kg,1510.506792
2016-17,North,Zikondamoyo/nkate,kg,145.8888889
2016-17,Southern,Apple,kg,1085.041261
2016-17,Southern,Avocado,kg,169.7388694
2016-17,Southern,Banana,kg,1102.773307
2016-17,Southern,"Bean, brown",kg,8101.566631
2016-17,Southern,"Bean, white",kg,3147.284102
2016-17,Southern,Beef,kg,8465.476632
2016-17,Southern,Biscuits,kg,2478.691402
2016-17,Southern,Boiled groundnuts,kg,229.7280801
2016-17,Southern,Boiled sweet potatoes,kg,104.2063492
2016-17,Southern,"Bottled / canned beer (carlsberg, etc.)",kg,606.4340761
2016-17,Southern,Bottled water,kg,317.2557151
2016-17,Southern,Bread,kg,738.397488
2016-17,Southern,Breakfast cereal,kg,2893.480771
2016-17,Southern,"Buns, scones",kg,937.3787478
2016-17,Southern,Butter,kg,4501.298622
2016-17,Southern,Cabbage,kg,111.6593518
2016-17,Southern,Cassava - boiled (vendor),kg,180.9895833
2016-17,Southern,Cassava - roasted (vendor),kg,31.82291667
2016-17,Southern,Cassava flour,kg,408.9780361
2016-17,Southern,Cassava tubers,kg,207.4042834
2016-17,Southern,Chambiko - soured milk,kg,723.2705556
2016-17,Southern,Cheese,kg,2291.355658
2016-17,Southern,Chibuku (commercial traditional-style beer),kg,304.5961314
2016-17,Southern,Chicken,kg,1765.229542
2016-17,Southern,Chicken (vendor),kg,3029.234034
2016-17,Southern,Chicken/pieces,kg,601.8658425
2016-17,Southern,Chinese cabbage,kg,133.5958494
2016-17,Southern,Chips (vendor),kg,776.3315156
2016-17,Southern,"Citrus ï¿½ naartje, orange, etc.",kg,255.3348072
2016-17,Southern,"Cocoa, millo",kg,54764.37675
2016-17,Southern,Cocoyam (masimbi),kg,163.8129933
2016-17,Southern,Coffee,kg,9275.762634
2016-17,Southern,Cooking oil,kg,703.735379
2016-17,Southern,Cowpea (khobwe),kg,4406.227799
2016-17,Southern,Cucumber,kg,155.5875245
2016-17,Southern,Eggs,kg,1414.465779
2016-17,Southern,Eggs - boiled (vendor),kg,1221.774194
2016-17,Southern,Finger millet (mawere),kg,596.7523826
2016-17,Southern,Fish (vendor),kg,2475.722764
2016-17,Southern,Fish soup/sauce,kg,
2016-17,Southern,Freezes (flavoured ice),kg,59.96141381
2016-17,Southern,Fresh fish (large variety),kg,1101.854389
2016-17,Southern,Fresh fish (medium variety),kg,466.8992461
2016-17,Southern,Fresh fish (small variety),kg,294.7886208
2016-17,Southern,Fresh milk,kg,476.3725102
2016-17,Southern,Fruit juice,kg,557.6793695
2016-17,Southern,Gathered wild green leaves,kg,303.7654468
2016-17,Southern,Goat,kg,2384.120921
2016-17,Southern,Green maize,kg,251.7317609
2016-17,Southern,Ground bean (nzama),kg,370.6318309
2016-17,Southern,Groundnut (shelled),kg,462.8399976
2016-17,Southern,Groundnut (unshelled),kg,338.5852501
2016-17,Southern,Groundnut flour,kg,9970.820704
2016-17,Southern,Groundnut fresh (unshelled),kg,273.8740289
2016-17,Southern,Guava,kg,247.2042626
2016-17,Southern,Honey,kg,1991.150718
2016-17,Southern,"Hot sauce (nali, etc.)",kg,683.7938484
2016-17,Southern,Infant feeding cereals,kg,3520.588417
2016-17,Southern,Infant feeding formula (for bottle),kg,7594.675926
2016-17,Southern,Irish potato,kg,1067.416905
2016-17,Southern,"Jam, jelly",kg,2386.25
2016-17,Southern,Locally brewed liquor (kachasu),kg,548.6837157
2016-17,Southern,Macademia nuts,kg,722.7627148
2016-17,Southern,Maheu,kg,364.0624946
2016-17,Southern,Maize - boiled or roasted (vendor),kg,229.1334598
2016-17,Southern,Maize grain (not as ufa),kg,486.7220562
2016-17,Southern,Maize ufa madeya (bran flour),kg,267.1240606
2016-17,Southern,Maize ufa mgaiwa (normal flour),kg,279.508193
2016-17,Southern,Maize ufa refined (fine flour),kg,328.0412441
2016-17,Southern,"Mandazi, doughnut (vendor)",kg,853.8591167
2016-17,Southern,Mango,kg,210.8584747
2016-17,Southern,Margarine - blue band,kg,22119.71773
2016-17,Southern,Meal eaten at restaurant,kg,1111.102791
2016-17,Southern,Meat (vendor),kg,2131.850459
2016-17,Southern,Mushroom,kg,298.5988754
2016-17,Southern,Mutton,kg,1459.090909
2016-17,Southern,Nkhwani,kg,333.8456823
2016-17,Southern,Okra / therere,kg,361.9671726
2016-17,Southern,Onion,kg,429.4013602
2016-17,Southern,Orange sweet potato,kg,156.0609011
2016-17,Southern,Other (specify),kg,305.0990608
2016-17,Southern,Other cultivated green leafy vegetables,kg,126.8486584
2016-17,Southern,Other fruits (specify),kg,728.2407407
2016-17,Southern,"Other poultry - guinea fowl, doves, etc.",kg,806.8452377
2016-17,Southern,Other vegetables (specify),kg,244.945518
2016-17,Southern,Other(specify),kg,179.7864387
2016-17,Southern,Papaya,kg,307.0608199
2016-17,Southern,Pearl millet (mchewere),kg,374.8702906
2016-17,Southern,Pigeonpea (nandolo),kg,2080.483552
2016-17,Southern,Pineapple,kg,257.4882328
2016-17,Southern,"Plantain, cooking banana",kg,345.580816
2016-17,Southern,Popcorn,kg,107.9332671
2016-17,Southern,Pork,kg,1272.605965
2016-17,Southern,Potato crisps,kg,4843.670622
2016-17,Southern,Powdered milk,kg,7816.821957
2016-17,Southern,Pumpkin,kg,90.42928318
2016-17,Southern,Rice,kg,675.7746374
2016-17,Southern,Rosted groundnuts,kg,215.4715435
2016-17,Southern,Rosted sweet potatoes,kg,95.69444444
2016-17,Southern,Salt,kg,700.7814166
2016-17,Southern,Samosa (vendor),kg,702.3524721
2016-17,Southern,"Small animal ï¿½ rabbit, mice, etc.",kg,7322.550926
2016-17,Southern,Smoked fish (large variety),kg,491.0885362
2016-17,Southern,Smoked fish (medium variety),kg,351.6524548
2016-17,Southern,Smoked fish (small variety),kg,296.8067001
2016-17,Southern,"Soft drinks (coca-cola, fanta, sprite, etc.)",kg,251.0833348
2016-17,Southern,Sorghum (mapira),kg,394.167751
2016-17,Southern,Soyabean flour,kg,9379.466606
2016-17,Southern,"Spaghetti, macaroni, pasta",kg,1114.072468
2016-17,Southern,Spices,kg,3097.37547
2016-17,Southern,Squash (sobo drink concentrate),kg,745.2246676
2016-17,Southern,Sugar,kg,1487.051973
2016-17,Southern,Sugar cane,kg,142.4457824
2016-17,Southern,Sun dried fish (large variety),kg,495.3028075
2016-17,Southern,Sun dried fish (medium variety),kg,360.1709591
2016-17,Southern,Sun dried fish (small variety),kg,298.2669329
2016-17,Southern,"Sweets, candy, chocolates",kg,540.5929577
2016-17,Southern,Tanaposi/rape,kg,121.1948386
2016-17,Southern,Tea,kg,7809.287258
2016-17,Southern,"Termites, other insects (eg ngumbi, caterpillar)",kg,635.8867521
2016-17,Southern,Thobwa,kg,106.4000313
2016-17,Southern,Tinned meat or fish,kg,1200.296925
2016-17,Southern,Tinned vegetables (specify),kg,
2016-17,Southern,Tomato,kg,335.6508697
2016-17,Southern,Tomato sauce (bottle),kg,20755.12531
2016-17,Southern,Traditional beer (masese),kg,201.4391373
2016-17,Southern,Wheat flour,kg,610.1268116
2016-17,Southern,White sweet potato,kg,125.2496527
2016-17,Southern,"Wild fruit (masau, malambe, etc.)",kg,220.0311301
2016-17,Southern,Wine or commercial liquor,kg,895.3141156
2016-17,Southern,"Yeast, baking powder, bicarbonate of soda",kg,643.2425601
2016-17,Southern,Yoghurt,kg,1592.202549
2016-17,Southern,Zikondamoyo/nkate,kg,82.24181849
